"birth_city","citizenship","pct_citizen","total_city_records"
"BAGO CITY","462",100,1
"BAGRATASCHEN","160",100,1
"BAGUIO CITY","462",100,1
"BAHAM","262",100,1
"BAHAWALNAGAR","461",100,1
"BAHCEICI","163",100,1
"BAHCELIEVER","163",100,1
"BAHCELIEVLER ISTANBUL","248",100,1
"BAHCLIEVLER","163",100,1
"BAHIC","122",100,1
"BAHNA","154",100,1
"BAHOUAN","262",100,1
"BAHRINESTI FLORESTI","146",100,1
"BAHZANA","438",100,1
"BAIA DE ARAMA","154",100,1
"BAIAO-PORTO","153",100,1
"BAIDAH","475",100,1
"BAIDEH","475",100,1
"BAIDHA","475",100,1
"BAIDSCHI","438",100,1
"BAIERDORF","151",100,1
"BAILE ATHA CLIATH","135",100,1
"BAJA","165",100,1
"BAJAN","425",100,1
"BAJCINE","170",100,1
"BAJGORE","150",100,1
"BAJMOK","170",100,1
"BAJRAM CURR","121",100,1
"BAJRAM CURRI TROPOJE","121",100,1
"BAJRAMOVICI","122",100,1
"BAJWA KALAN","153",100,1
"BAJWA KALAN JALANDHAR","436",100,1
"BAKI","425",100,1
"BAKIRKLY","163",100,1
"BAKIRKOEY","163",100,1
"BAKIRKOK","163",100,1
"BAKKIUA-AL HOCEIMA","252",100,1
"BAKMASICHA","160",100,1
"BAKO","166",100,1
"BAKOBA","438",100,1
"BAKOVICI","130",100,1
"BAKUNDU","262",100,1
"BALA","163",100,1
"BALACHAUR","436",100,1
"BALACHONOWSKOE","444",100,1
"BALACHTA","160",100,1
"BALAGADSCHAR","166",100,1
"BALAKAN","425",100,1
"BALAKEN","425",100,1
"BALAKLEEVKA","160",100,1
"BALAKLIJA","166",100,1
"BALANCE","150",100,1
"BALAPITIJA","431",100,1
"BALASORE ODISHA","436",100,1
"BALASSAGYARMAT","165",100,1
"BALATCHI","262",100,1
"BALATONSZABADI","165",100,1
"BALBAK","475",100,1
"BALCEANA","154",100,1
"BALCOVA","163",100,1
"BALENG TOUGANG","262",100,1
"BALENG-TOUGANG","262",100,1
"BALENI","154",100,1
"BALER","462",100,1
"BALER AURORA","462",100,1
"BALESCU","154",100,1
"BALEVENG","262",100,1
"BALHAS","444",100,1
"BALI","262",100,1
"BALICI","122",100,1
"BALIHODZICI","122",100,1
"BALIISH","121",100,1
"BALIJ","475",100,1
"BALIKSIR","163",100,1
"BALINAC","170",100,1
"BALIUAG BULACAN","462",100,1
"BALLABAM","150",100,1
"BALLAGAT","121",100,1
"BALLAO","137",100,1
"BALLBACK","451",100,1
"BALLINASLOE","154",100,1
"BALLOC","150",100,1
"BALOTA","154",100,1
"BALQASCH","348",100,1
"BALS","154",100,1
"BALSHON","475",100,1
"BALTA","166",100,1
"BALTKRIEVIJA","997",100,1
"BALVI","139",100,1
"BALYA","163",100,1
"BALZER","160",100,1
"BAMAKO","251",100,1
"BAMENDA","262",100,1
"BAMENDJOU","262",100,1
"BAMENDOU","262",100,1
"BAMIAN","423",100,1
"BAMIYAN","423",100,1
"BAMOUGOUM","262",100,1
"BAMUNKA","262",100,1
"BAMYAN","423",100,1
"BAN PHAEN BEZ SENA PROV AYUTTHAYA","476",100,1
"BAN PHUE","476",100,1
"BAN POH","476",100,1
"BAN. SOKOLAC","170",100,1
"BANAIS","475",100,1
"BANANI CANTONMENT DHAKA","460",100,1
"BANAZLI","163",100,1
"BANDA ACEH","163",100,1
"BANDAR ABBAS","439",100,1
"BANDAR ANZALI","439",100,1
"BANDAR LAMPUG","437",100,1
"BANDARABBAS","439",100,1
"BANDARANZALI","439",100,1
"BANDARI ANZALI","439",100,1
"BANDARMAHSHAHR","439",100,1
"BANDER ABBAS","439",100,1
"BANDJOUN","262",100,1
"BANDJOUNM","262",100,1
"BANDUNG","437",100,1
"BANEPA","458",100,1
"BANG MAE NANG","476",100,1
"BANGALORE","436",100,1
"BANGANG FEMELI","262",100,1
"BANGHAZI","248",100,1
"BANGLAN","423",100,1
"BANGOU","262",100,1
"BANGPA IN","476",100,1
"BANI HAYAN","451",100,1
"BANI SOUWAIF","287",100,1
"BANIAS BAIDHA","475",100,1
"BANIAS TARTONS","475",100,1
"BANISAID","252",100,1
"BANISOUWAIF","287",100,1
"BANIWALD","248",100,1
"BANIWALID","248",100,1
"BANJA","150",100,1
"BANJE","150",100,1
"BANJSKA","170",100,1
"BANJUL","237",100,1
"BANKA","262",100,1
"BANKA-BAFANG","262",100,1
"BANOVCE NAD BEBRAVOU","155",100,1
"BANSA","436",100,1
"BANSKI GRABOVAC","132",100,1
"BANSO","262",100,1
"BANSOA","262",100,1
"BANY SWEF","287",100,1
"BANYA","125",100,1
"BANYO","262",100,1
"BAOAA","475",100,1
"BAQUBA","438",100,1
"BARA","438",100,1
"BARABINSK","444",100,1
"BARABOI","154",100,1
"BARACOA","351",100,1
"BARAD","475",100,1
"BARAJEVO","124",100,1
"BARAK","163",100,1
"BARAKALDO","154",100,1
"BARAN","423",100,1
"BARANJA","130",100,1
"BARANOVKA","166",100,1
"BARCA","163",100,1
"BARCELONA VEN","367",100,1
"BARCELONA-ANZOATEGUI","367",100,1
"BARCELOS","153",100,1
"BARDADEI","436",100,1
"BARDHANIQ","150",100,1
"BARENTU","224",100,1
"BARIJEVO","170",100,1
"BARILEVE","150",100,1
"BARILI","462",100,1
"BARILI CEBU","462",100,1
"BARISA","475",100,1
"BARISHAL","460",100,1
"BARISHEVKA","137",100,1
"BARISSOW","169",100,1
"BARKAFRI","475",100,1
"BARKARKYOY","125",100,1
"BARKIRKOY","163",100,1
"BARLAD VASLUI","154",100,1
"BARLINKA","152",100,1
"BARNAULT","160",100,1
"BARNOLDSWICK","168",100,1
"BARNSLEY","168",100,1
"BARNTU","224",100,1
"BAROHAL","460",100,1
"BARONTU","224",100,1
"BAROTA","436",100,1
"BARQUISIMETO","153",100,1
"BARRANCABERMEJA","349",100,1
"BARRANQUILA","148",100,1
"BARRANQUILLA COL","349",100,1
"BARRCHID","252",100,1
"BARREIRO","153",100,1
"BARREIROS","327",100,1
"BARREIROS-PE","327",100,1
"BARTALLAH","438",100,1
"BARTEN","163",100,1
"BARTENSTEIN","152",100,1
"BARTIN (TUERKEI","163",100,1
"BARTIN (TURKEI","163",100,1
"BARWINKOWE","166",100,1
"BASAKSEHIR","163",100,1
"BASALAN","163",100,1
"BASANSARNIC","163",100,1
"BASARABEASCA","154",100,1
"BASCHIKA","438",100,1
"BASCHKORTOSTAN","160",100,1
"BASHAR","475",100,1
"BASHIKA","438",100,1
"BASHOK-SHINGAL","438",100,1
"BASHUK","438",100,1
"BASHUYUK","163",100,1
"BASIGOVCI","122",100,1
"BASILDON","168",100,1
"BASIQA","438",100,1
"BASISKELE","163",100,1
"BASKIL","151",100,1
"BASKUYU","163",100,1
"BASOYA","153",100,1
"BASPINAR","163",100,1
"BASRAH","438",100,1
"BASSA","129",100,1
"BASSANO DEL PRAPPA VI","137",100,1
"BASSE","237",100,1
"BASTAD-O KAR","157",100,1
"BASTIA","129",100,1
"BATALA","436",100,1
"BATALHA","153",100,1
"BATAMSCHINSKI","166",100,1
"BATCHAM","262",100,1
"BATEL","438",100,1
"BATEL BEBZNE","438",100,1
"BATEMAN'S BAY","523",100,1
"BATH","168",100,1
"BATIBO","262",100,1
"BATIFA","438",100,1
"BATIL","438",100,1
"BATINCI-SKOPJE","122",100,1
"BATKOVCI","131",100,1
"BATLAVA","132",100,1
"BATLAVA PODUJEVO","170",100,1
"BATLLAVE","150",100,1
"BATNOGA","130",100,1
"BATOROWKO","152",100,1
"BATOUFAM","262",100,1
"BATRA","475",100,1
"BATRAA","475",100,1
"BATTAMBANG","446",100,1
"BATTEL","438",100,1
"BATTICALOA","431",100,1
"BATTIPAGLIA","137",100,1
"BATUM","163",100,1
"BATUMI","430",100,1
"BATUSA","150",100,1
"BAUERWITZ","152",100,1
"BAURCI-MOLDOVENI","146",100,1
"BAURU","153",100,1
"BAUSKA","139",100,1
"BAVENTU","224",100,1
"BAXUYEN","432",100,1
"BAYAMO","351",100,1
"BAYAMO GRANMA","161",100,1
"BAYANDOR KAHTANIYA","475",100,1
"BAYAT","163",100,1
"BAYINDIR","163",100,1
"BAYRAMHACI","163",100,1
"BAYRAT (TURKEI","163",100,1
"BAYROUT","451",100,1
"BAZ","121",100,1
"BAZ BURREL","121",100,1
"BAZAU","154",100,1
"BAZIKAN","163",100,1
"BAZOU","262",100,1
"BAZZAL","451",100,1
"BEABDA","451",100,1
"BEAUNE","137",100,1
"BEAUVAIS","129",100,1
"BEC","170",100,1
"BECEJ","165",100,1
"BECHEM","238",100,1
"BECHET","154",100,1
"BECIULUI","154",100,1
"BEDFORD","152",100,1
"BEDFORDVIEW","263",100,1
"BEDRINANA","161",100,1
"BEGAJ","150",100,1
"BEGOV LUKAVAC","170",100,1
"BEGOVACA","130",100,1
"BEGUNCE-VITINA","170",100,1
"BEHBAHAN","439",100,1
"BEHEIRA","287",100,1
"BEHSAHAR","439",100,1
"BEHSUD","423",100,1
"BEIJING","479",100,1
"BEILA","261",100,1
"BEIT HANOUN PALESTINA","157",100,1
"BEIT HANUN","475",100,1
"BEIT HAWK","451",100,1
"BEIT JEN","475",100,1
"BEIT LAHIA GAZA-OMRADET","157",100,1
"BEIT LAHIA PALESTINA","157",100,1
"BEJAAD","252",100,1
"BEJAIA","221",100,1
"BEJAR","161",100,1
"BEKAA GHARBIL","451",100,1
"BEKAA-DILHAMIE","451",100,1
"BEKABAD","166",100,1
"BEKALTA","285",100,1
"BEKTASLI","163",100,1
"BEKWAI","238",100,1
"BELA CRKVA","170",100,1
"BELA KRKVA","170",100,1
"BELA ZERKWA","166",100,1
"BELABO","262",100,1
"BELACAZAR","161",100,1
"BELAJA ZERKOW","166",100,1
"BELANOWKA","160",100,1
"BELBEL","475",100,1
"BELBUL","475",100,1
"BELCEGIZ","163",100,1
"BELCIKA","163",100,1
"BELDESCH","160",100,1
"BELEDWEYNE","273",100,1
"BELEM","327",100,1
"BELEN","163",100,1
"BELENE","125",100,1
"BELFAST","152",100,1
"BELGARD","152",100,1
"BELGIEN","124",100,1
"BELGORAD-DNESTROVSK","166",100,1
"BELGOROD OBLAST","166",100,1
"BELGOROD-DNESTROVSK","154",100,1
"BELGUN","125",100,1
"BELI MANASTIR","130",100,1
"BELIS","154",100,1
"BELISCE","130",100,1
"BELKOVKA","166",100,1
"BELKSIRI","252",100,1
"BELLIN","152",100,1
"BELLOPOJE","150",100,1
"BELMEZ-CORDOBA","161",100,1
"BELMONTE","153",100,1
"BELO-HORIZONTE","327",100,1
"BELOGOROD-DNESTROVSK","154",100,1
"BELOGORSK","166",100,1
"BELOGRADCHIK","125",100,1
"BELOGRADCIK","125",100,1
"BELOPOLTSI","125",100,1
"BELOSTOK","470",100,1
"BELOUSOVKA","444",100,1
"BELOUSOWKA","160",100,1
"BELOVISHTE","144",100,1
"BELOVITSA","125",100,1
"BELOWODSKOJE","450",100,1
"BELOZERKA","166",100,1
"BELS","160",100,1
"BELSKI","170",100,1
"BELSKI VRH","131",100,1
"BELTHANGADY","436",100,1
"BELYE WODY","444",100,1
"BELYJI KAMEN","142",100,1
"BELYKA DYMERKA","166",100,1
"BELZI","166",100,1
"BELZYCE","152",100,1
"BEMGHAZI","248",100,1
"BEN AHMED","252",100,1
"BEN CITY","232",100,1
"BEN HADIFA","252",100,1
"BEN M SICK","252",100,1
"BEN MSIK SIDI OTHMANE","252",100,1
"BEN OULICHEK","252",100,1
"BEN SAID","252",100,1
"BEN SIDEL JBEL","252",100,1
"BENAMARGOSA","161",100,1
"BENDERY","166",100,1
"BENDZIN","152",100,1
"BENGALARU","436",100,1
"BENGALI","460",100,1
"BENGALURU KARNATAKA","436",100,1
"BENGAZI","170",100,1
"BENGESTI-CIOCADIA","154",100,1
"BENGUELA","223",100,1
"BENI ABDELLAH","252",100,1
"BENI BATAOU","252",100,1
"BENI BONIFROUT","252",100,1
"BENI BONYAHIE","252",100,1
"BENI BOUHAMDOUNE","252",100,1
"BENI BOUIFROUR","252",100,1
"BENI BOUYAFROUR","252",100,1
"BENI BOUYAFROUR-NADOR","252",100,1
"BENI BOUYAHIE NADOR","252",100,1
"BENI BOUYEFROUR","252",100,1
"BENI BRAHIM","161",100,1
"BENI BUIAHI","161",100,1
"BENI CHICAR","161",100,1
"BENI CHIKER","252",100,1
"BENI CHIKER NADOR","252",100,1
"BENI ENSAR NADOR","161",100,1
"BENI ENSSAR","252",100,1
"BENI HAZEM","148",100,1
"BENI IMIL","252",100,1
"BENI KHALED","285",100,1
"BENI MAKADA","161",100,1
"BENI MEKADA","252",100,1
"BENI N'SSAR","252",100,1
"BENI RACHED OULED BOUZ","137",100,1
"BENI SADDEN","252",100,1
"BENI SAID - DAR KEBDANI","161",100,1
"BENI SMIH","252",100,1
"BENI SMIR","252",100,1
"BENI SOUYAFROUR","252",100,1
"BENI TOUZINE","252",100,1
"BENI-ENSAR","252",100,1
"BENI-OULICHEK","252",100,1
"BENICHIKER","252",100,1
"BENII NSAR","252",100,1
"BENIMELAL","252",100,1
"BENIN CITY EDO STATE","232",100,1
"BENIN EDO","161",100,1
"BENIN-CITY NGA","232",100,1
"BENIN-EDO","161",100,1
"BENISCH","475",100,1
"BENISH","475",100,1
"BENKOVAC","130",100,1
"BENKOVCE","155",100,1
"BENKOVSKI","125",100,1
"BENMTIR","285",100,1
"BENONI","160",100,1
"BENSCHOP","148",100,1
"BENT JEBEL","997",100,1
"BENUE","232",100,1
"BEPONG","238",100,1
"BER ALHLO","475",100,1
"BERAKIT","224",100,1
"BERAVCI","130",100,1
"BERBEND","475",100,1
"BERCEL","165",100,1
"BERDJANSK","166",100,1
"BERDYCHIV","166",100,1
"BERDYTSCHIV","166",100,1
"BERDYTSCHIW","166",100,1
"BEREGOVO","165",100,1
"BEREGOWOJE","160",100,1
"BERENT","152",100,1
"BERESANKA","166",100,1
"BERESANSCHTSCHYNA","166",100,1
"BERESNOE","166",100,1
"BERESOWSKOJE","160",100,1
"BERESTI","154",100,1
"BERESTOWIZA","160",100,1
"BEREVCE","150",100,1
"BEREZIVKA","166",100,1
"BEREZNIKI","166",100,1
"BEREZOWE","166",100,1
"BERGAMA","163",100,1
"BERGAMO","137",100,1
"BERGKIRCH","152",100,1
"BERGSJON","157",100,1
"BERINGEL","153",100,1
"BERIVOJCE","170",100,1
"BERJOSOWKA","444",100,1
"BERJOSOWSKAJA","166",100,1
"BERKAFRI","475",100,1
"BERKANA SELOUANE","252",100,1
"BERKOVO","170",100,1
"BERKUM","238",100,1
"BERLANGA BADAJOZ","161",100,1
"BERLIK","444",100,1
"BERLIN-FRIEDICHSHAIN","163",100,1
"BERLIN-FRIEDRICHSHAIN-KREUZBERG","154",100,1
"BERLIN-LICHTENBERG","232",100,1
"BERLIN-MITTE","170",100,1
"BERLIN-REINICKENDORF","170",100,1
"BERLINCHEN","152",100,1
"BERNALDA","137",100,1
"BERNBURG AN DER SAALE","439",100,1
"BERNICE E EPERME","150",100,1
"BERRECHID","252",100,1
"BERTOUA","262",100,1
"BERYSLAW","166",100,1
"BESHERIA","475",100,1
"BESHKAPPA","470",100,1
"BESICI","122",100,1
"BESIKLI","163",100,1
"BESIKTAS","163",100,1
"BESINJE","170",100,1
"BESKA","170",100,1
"BESNI","163",100,1
"BESRUKY","166",100,1
"BESTEMAC","154",100,1
"BETERA (SPANIEN","161",100,1
"BETHESDA","368",100,1
"BETHUNE","129",100,1
"BEUTHEN-TARNOWITZ","152",100,1
"BEUVRAIGNES","129",100,1
"BEYDERE","163",100,1
"BEYEMMA","163",100,1
"BEYENMA (TURKEI","163",100,1
"BEYKOZ","163",100,1
"BEYLA","261",100,1
"BEYLAGAN","425",100,1
"BEYLIKDYUZYU","125",100,1
"BEYPAZARI","163",100,1
"BEYROUTH","451",100,1
"BEYZA","439",100,1
"BEZ SAN PATONG","476",100,1
"BEZIRK BARTELLA","438",100,1
"BEZIRK IMISHLI","425",100,1
"BEZIRK LUHANSK","166",100,1
"BEZJE ERO","170",100,1
"BHABIANA","436",100,1
"BHAGALPUR","460",100,1
"BHALIL","252",100,1
"BHARKOT UTTARAKHAND","436",100,1
"BHATTU KHURD","436",100,1
"BHAWNAGAR","436",100,1
"BHILAI NAGAR","436",100,1
"BHIMBER","461",100,1
"BHIMBER AJK","461",100,1
"BHOPAL MADHYA PRADESH","436",100,1
"BIALA","152",100,1
"BIALA PISKA","152",100,1
"BIALOBRZEGI","152",100,1
"BIALY BOR","152",100,1
"BIALY DUNAJEC","152",100,1
"BIAZA","475",100,1
"BIBAN","438",100,1
"BIBBIENA","154",100,1
"BIBERBACH AN DER RISS","148",100,1
"BICAJ","121",100,1
"BICER","163",100,1
"BIDA","475",100,1
"BIDHO BHATTI","461",100,1
"BIDUR 8 NUWAKOT","458",100,1
"BIDUR 8 TRISULI","458",100,1
"BIELFELD","252",100,1
"BIELIN","152",100,1
"BIELLA","137",100,1
"BIELSK PODLASKI","152",100,1
"BIELSKO","152",100,1
"BIELSKO BIELA","152",100,1
"BIELSZOWICE","152",100,1
"BIEMENHORST","148",100,1
"BIEN-HOA VIETNAM","432",100,1
"BIERAWA","152",100,1
"BIERTAN","154",100,1
"BIERUTOW","152",100,1
"BIESELLEN","152",100,1
"BIGA","163",100,1
"BIGAS","153",100,1
"BIGGE-OLSBERG","163",100,1
"BIGNONA","269",100,1
"BIH MASICI","131",100,1
"BIHACC","122",100,1
"BIJELOPOLJE","170",100,1
"BIKOWO","160",100,1
"BILA KRYNYZJA","166",100,1
"BILA TSERKVA","166",100,1
"BILAH","170",100,1
"BILBAO","161",100,1
"BILECA","122",100,1
"BILECIK","163",100,1
"BILED","154",100,1
"BILIRIZ","163",100,1
"BILJAJIWKA","166",100,1
"BILOGARD","152",100,1
"BILOKOROWITSCHI","444",100,1
"BILOPILSKYJ RAYON","166",100,1
"BILOPIUJTA","166",100,1
"BILOZERKA","166",100,1
"BILTSCHAKY","166",100,1
"BIN BOU IFROUR","252",100,1
"BINAC","170",100,1
"BINAROWA","152",100,1
"BINCHE","137",100,1
"BINGENSTADT","155",100,1
"BINGOL KARLOVA","163",100,1
"BINGUL","163",100,1
"BINIZOLIA","475",100,1
"BINJI","232",100,1
"BINKO","251",100,1
"BINT JEBEIL","451",100,1
"BINTJBEL","451",100,1
"BIOGRAD","130",100,1
"BIOVEDISHCCO","130",100,1
"BIR ALHAJAR","475",100,1
"BIR ALHILEW","475",100,1
"BIR TAM TAM","252",100,1
"BIRAM KA BASS RAJASTHAN","436",100,1
"BIRCZA","152",100,1
"BIRIMSE","163",100,1
"BIRJAND","439",100,1
"BIRJUKOWKA","444",100,1
"BIRKHADEM","221",100,1
"BIRME","287",100,1
"BIRMINHAM","154",100,1
"BIRNO","436",100,1
"BIRUINTA","154",100,1
"BISCEGLIE","137",100,1
"BISCHOFSTAL","152",100,1
"BISKEK","450",100,1
"BISLIG SGO DS","462",100,1
"BISTRANI","130",100,1
"BISTRICA","130",100,1
"BISTRITA NASAUD","154",100,1
"BISTRITSA","125",100,1
"BITLIS","163",100,1
"BITLIS-MUTKI","163",100,1
"BIVOLAK","150",100,1
"BIVONGI","137",100,1
"BIZERTE","285",100,1
"BJASAN","166",100,1
"BJELA LOZA","130",100,1
"BJELAVICI","130",100,1
"BJELKOVAC","130",100,1
"BJELOVARSKO","130",100,1
"BJORNEKULLA","157",100,1
"BJURHOLM","157",100,1
"BLACE","170",100,1
"BLACHOWNIA","152",100,1
"BLACKBURN","168",100,1
"BLACKPOOL","168",100,1
"BLADEN","152",100,1
"BLAGAJ JAPRA","122",100,1
"BLAGOEVRAD","125",100,1
"BLAGOWESTSCHENKA","160",100,1
"BLAJ","154",100,1
"BLATNICA","130",100,1
"BLATSKA","125",100,1
"BLATZHEIM","163",100,1
"BLAZUJ-S. ILIDZA","122",100,1
"BLEDOW","152",100,1
"BLEEJ","475",100,1
"BLEIBERG","151",100,1
"BLIMEA-OVIEDO","161",100,1
"BLINDESTI","154",100,1
"BLIZNA DONJA","130",100,1
"BLJECEVA","122",100,1
"BLLAGAJE","150",100,1
"BLOIS","154",100,1
"BLOTNICA STRZELECKA","152",100,1
"BLUMENFELD","137",100,1
"BNI ABDELLAH","252",100,1
"BNI AMMART","252",100,1
"BNI BOU YAHYA","252",100,1
"BNI BOUAYACH-MAR","252",100,1
"BNI BOUFRAH","252",100,1
"BNI BOUIFROUR","252",100,1
"BNI CHIKER","252",100,1
"BNI CORFETT","252",100,1
"BNI KHLOUG","252",100,1
"BNI MARGHNINE","252",100,1
"BNI MATHAR","252",100,1
"BNI OUNJEL TAFRAOUT","252",100,1
"BNI OUNJEL TARAOUT","252",100,1
"BNI SELMANE","252",100,1
"BNI SIDEL","252",100,1
"BNI SIDEL LOUTA","252",100,1
"BO YAI","476",100,1
"BOA NOVA","327",100,1
"BOBARE","122",100,1
"BOBOVIK","122",100,1
"BOBOVINA","170",100,1
"BOCA CHICA","335",100,1
"BOCA RATON","160",100,1
"BOCHTAR","166",100,1
"BOCHUM-WATTENSCHEID","163",100,1
"BODANI","130",100,1
"BODOCO","327",100,1
"BODRUM","163",100,1
"BODSCHNURD","166",100,1
"BOELUECEK","163",100,1
"BOERKA","166",100,1
"BOFFA","261",100,1
"BOGATYNIA","152",100,1
"BOGATYR","160",100,1
"BOGAZKOY","163",100,1
"BOGAZLIGAN","163",100,1
"BOGAZLYAN","163",100,1
"BOGDANCI","144",100,1
"BOGDANIEC","152",100,1
"BOGDANITA","154",100,1
"BOGHIS","154",100,1
"BOGODUCHIW","166",100,1
"BOGOL JUBOWO","444",100,1
"BOGOSLAWLIA","444",100,1
"BOGOSLOWKA","160",100,1
"BOGUCICE","152",100,1
"BOGURTLAN","163",100,1
"BOGUSZYCE","152",100,1
"BOHATE","166",100,1
"BOHMSWALDE","152",100,1
"BOHOL","462",100,1
"BOHUMIN","164",100,1
"BOJANOW","152",100,1
"BOJARKA","166",100,1
"BOJI BOJI AGBOR","232",100,1
"BOJNIK","170",100,1
"BOJNORD","439",100,1
"BOKKHAM","423",100,1
"BOKOD BENGUET","462",100,1
"BOKSCHAN","154",100,1
"BOKSHIQ","150",100,1
"BOKSIC","170",100,1
"BOLCHUNI","166",100,1
"BOLESLAW GENOWETA","152",100,1
"BOLHRAD","166",100,1
"BOLINISI","425",100,1
"BOLINTIN","154",100,1
"BOLINTIN DEAL","154",100,1
"BOLINTIN-VALE JUD. GIURGIU","154",100,1
"BOLLENE","125",100,1
"BOLNISI","430",100,1
"BOLNISSI","430",100,1
"BOLOGHINE IBNOU ZIRI","221",100,1
"BOLOGNANO","137",100,1
"BOLOGNE","129",100,1
"BOLOGNE-SUR-MER","154",100,1
"BOLOTANA","137",100,1
"BOLSCHENARIMSKOE","444",100,1
"BOLSCHERETSCHJE","160",100,1
"BOLSCHEWIK","444",100,1
"BOLSCHIJE JASIRKI","160",100,1
"BOLSCHOJ ISJUM","444",100,1
"BOLUCEK","163",100,1
"BOMBARRAL","153",100,1
"BOMBAY","436",100,1
"BONA-HAFO","238",100,1
"BONABERI DOUALA","262",100,1
"BONACARDO","137",100,1
"BONCUKGOEZE","163",100,1
"BONDAR","166",100,1
"BONDO","232",100,1
"BONDY","129",100,1
"BONEA","137",100,1
"BONGSHIBOPASHA","460",100,1
"BONI BOUYAHIE","252",100,1
"BONROVA","137",100,1
"BONWIRE","238",100,1
"BOOSHEHR","439",100,1
"BOPARAI","436",100,1
"BOQRUS TEHTANI","475",100,1
"BORAS SVERIGE","157",100,1
"BORDJ BOU ARRERIDJ","221",100,1
"BORDUSANI","154",100,1
"BOREGARDT","444",100,1
"BORGO SAN LORENZO","137",100,1
"BORHAKABO","273",100,1
"BORI","232",100,1
"BORINA","122",100,1
"BORISOW","169",100,1
"BORISSOW","169",100,1
"BORJ EL CHEMALI","451",100,1
"BORJ HAMMOUD","451",100,1
"BORJEL","459",100,1
"BORKENHAGEN","152",100,1
"BORKI","444",100,1
"BORN","148",100,1
"BORNIGDE","163",100,1
"BORNO","232",100,1
"BORODANKA","166",100,1
"BORODJANKA","166",100,1
"BORODULICHINSKIJ","160",100,1
"BORONOW","152",100,1
"BORONSK","160",100,1
"BORONSKIJ","166",100,1
"BOROVCICI","122",100,1
"BOROVICI","122",100,1
"BOROVNICA ZAVIDOVICI","122",100,1
"BOROWO","152",100,1
"BOROWOJE","160",100,1
"BOROWSK","160",100,1
"BOROWSKIJ","160",100,1
"BOROWSKOJU","444",100,1
"BORSHOM","444",100,1
"BORUJERD","439",100,1
"BORUSCHOWITZ","152",100,1
"BORY EL BARAJNE","451",100,1
"BORYSPIL","166",100,1
"BORZYMOW","152",100,1
"BOS. GRADISKA","122",100,1
"BOSALGANLY","160",100,1
"BOSANSKA KRUPA","122",100,1
"BOSANSKI SAMAC","130",100,1
"BOSCOREALE","137",100,1
"BOSCOTRECASE","137",100,1
"BOSILEGRAD","170",100,1
"BOSKO","163",100,1
"BOSNA","130",100,1
"BOSTANA","163",100,1
"BOSTANJ (JUGOSLAWIEN","132",100,1
"BOSTANLI-KOGU","163",100,1
"BOSTON","368",100,1
"BOTA-LIMBE","262",100,1
"BOTASANI","154",100,1
"BOTESTI","154",100,1
"BOTEVGRAD","125",100,1
"BOTIZ","154",100,1
"BOTKYRKA","157",100,1
"BOTOSARI","154",100,1
"BOTRAGY","165",100,1
"BOTSANI","154",100,1
"BOTTOP","170",100,1
"BOTUCATU","327",100,1
"BOU ARGOUB","285",100,1
"BOU SALEM","285",100,1
"BOU-ABDALLAH","285",100,1
"BOUAIDA","475",100,1
"BOUANANE","252",100,1
"BOUARG","252",100,1
"BOUARGOUB","285",100,1
"BOUDINAR","252",100,1
"BOUDINAR-TEMSAMANE","252",100,1
"BOUDRIA BANYAJICSE","221",100,1
"BOUFARIK","221",100,1
"BOUFEKRANE","252",100,1
"BOUFFA","261",100,1
"BOUGTOUB","221",100,1
"BOUGUNUS","160",100,1
"BOUHAJLA","285",100,1
"BOUHDILA","252",100,1
"BOUJARBOUAA","137",100,1
"BOUJDOUR","252",100,1
"BOUKI LOGA","255",100,1
"BOUKMAL","475",100,1
"BOULBOUL","475",100,1
"BOULBPUL","475",100,1
"BOULOGNE-BILLANCOURT","129",100,1
"BOURGOIN-JALLIEN","144",100,1
"BOURGOIN-JALLIEU","144",100,1
"BOURJ BOUARREREDJ","221",100,1
"BOURJ EL BARAJNE","451",100,1
"BOURJ HAMMOUD","451",100,1
"BOURNAUL","160",100,1
"BOUROUBA","221",100,1
"BOUSALEM","285",100,1
"BOUSSU","137",100,1
"BOUZAREAH","221",100,1
"BOYABAT","163",100,1
"BOYARKA","166",100,1
"BOYRAMI","170",100,1
"BOZAGACIK","163",100,1
"BOZAN","148",100,1
"BOZEN","163",100,1
"BOZHUYUK","163",100,1
"BOZKIR","163",100,1
"BOZKURT","163",100,1
"BOZOVA","163",100,1
"BOZTEKKE","163",100,1
"BOZTEPE","163",100,1
"BRABOVA","154",100,1
"BRACHLEWO","152",100,1
"BRACO DO NORTE","327",100,1
"BRADFORD","154",100,1
"BRADULUI","154",100,1
"BRAGANZA","125",100,1
"BRAGINO","160",100,1
"BRAHA-CAJNICE","122",100,1
"BRAHASESTI","154",100,1
"BRAIKEH","451",100,1
"BRAINE-L'ALLEUD","124",100,1
"BRALIN","152",100,1
"BRAMBERG","151",100,1
"BRANICE","152",100,1
"BRANICHEVO","125",100,1
"BRANIEWO","152",100,1
"BRANTON","168",100,1
"BRASILIEN","327",100,1
"BRASOW","154",100,1
"BRASSCHAAT","170",100,1
"BRASTISLAVA","155",100,1
"BRATSKOE","160",100,1
"BRATSKOJE","444",100,1
"BRATUSZEWO","152",100,1
"BRAUNSBERG","152",100,1
"BRAVICEA","154",100,1
"BRAZAVILLE","245",100,1
"BRAZOWE","152",100,1
